	level_0	index	Funktion	Ratsmitglied	Zutrittsberechtigte	document	page
1310	1370	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1311	1371	8		Fehlmann Rielle Laurence, PSS/GE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1312	1372	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1313	1373	10		Feller Olivier, PLR/VD		Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1314	1374	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1315	1375	12	Schweizerischer Gewerkschaftsbund SGB	Feri Yvonne, SP/AG	Bühlmann Regula	Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1316	1376	13	Persönliche/r Mitarbeiter/in		Gujer Mia	Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1317	1377	14		Fiala Doris, FDP-Liberale/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1318	1378	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	8
1319	1379	0	Schweizerische Bankiervereinigung	Flach Beat, glp/AG	Hämisegger Kuno	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1320	1380	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1321	1381	2	Persönliche/r Mitarbeiter/in	Flückiger-Bäni Sylvia, SVP/AG	Horber Ruedi	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1322	1382	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1323	1383	4	Verband der Schweizerischen Gasindustrie	Fluri Kurt, FDP-Liberale/SO	Schmid Michael	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1324	1384	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1325	1385	6	Persönliche/r Mitarbeiter/in	Frehner Sebastian, SVP/BS	Thüring Joël A.	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1326	1386	7	Novartis Pharma AG		Britt Jean-Christophe	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1327	1387	8		Fricker Jonas, GPS/AG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1328	1388	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1329	1389	10	Médecins de famille suisse	Fridez Pierre-Alain, PSS/JU	Wiesli Reto	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1330	1390	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1331	1391	12	Alliance sud	Friedl Claudia, SP/SG	Schmassmann Eva	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1332	1392	13	Hausverein Schweiz		Wittwer Jürg	Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1333	1393	14		Galladé Chantal, SP/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1334	1394	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	9
1335	1395	0	VSE Verband schweizerischer Elektrizitätsunternehmen	Gasche Urs, BDP/BE	Rohrbach Kurt	Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1336	1396	1	Public Affairs BKW AG		Bürki Franziska	Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1337	1397	2		Geissbühler Andrea Martina, SVP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1338	1398	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1339	1399	4		Genecand Benoît, PLR/GE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1340	1400	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1341	1401	6	ASTAG	Giezendanner Ulrich, SVP/AG	Kirchhofer André	Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1342	1402	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1343	1403	8		Girod Bastien, GPS/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1344	1404	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1345	1405	10	Regierungsrat des Kantons Luzern	Glanzmann-Hunkeler Ida, CVP/LU	Graf Guido	Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1346	1406	11	Gast		Glanzmann Jonas	Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1347	1407	12		Glarner Andreas, SVP/AG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1348	1408	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1349	1409	14		Glättli Balthasar, GPS/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1350	1410	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	10
1351	1411	0	GastroSuisse	Gmür Alois, CVP/SZ	Platzer Casimir	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1352	1412	1	Schweizer Brauerei-Verband		Kreber Marcel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1353	1413	2	Dr. Schenker Kommunikation AG	Gmür-Schönenberger Andrea, CVP/LU	Bühler Adrian	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1354	1414	3	Gast		Gmür Philipp	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1355	1415	4		Golay Roger, MCG/GE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1356	1416	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1357	1417	6	Schweizerischer Gewerbeverband sgv	Gössi Petra, FDP-Liberale/SZ	Davatz-Höchner Christine	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1358	1418	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1359	1419	8	Bio Suisse	Graf Maya, GPS/BL	Bossard Martin	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1360	1420	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1361	1421	10	ewz	Graf-Litscher Edith, SP/TG	Graf Harry	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1362	1422	11	Köhler, Stüdeli & Partner GmbH		Stüdeli Walter	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1363	1423	12	Biofluels Schweiz	Grin Jean-Pierre, UDC/VD	Frei Ulrich	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1364	1424	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1365	1425	14	Verband Schweizerischer Elektro-Installationsfirmen VSEI	Grossen Jürg, glp/BE	Hämmerli Urs Simon	Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1366	1426	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	11
1367	1427	0		Grunder Hans, BDP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1368	1428	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1369	1429	2	Gast	Grüter Franz, SVP/LU	Grüter Luzia	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1370	1430	3	Persönliche/r Mitarbeiter/in		Felice-Tanner Susanne	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1371	1431	4		Gschwind Jean-Paul, PDC/JU		Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1372	1432	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1373	1433	6	Swisscom AG	Guhl Bernhard, BDP/AG	Kilchenmann Stefan	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1374	1434	7	Verband Schweizerischer Polizeibeamter		Hofmann Max	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1375	1435	8	Operation Libero	Guldimann Tim, SP/ZH	Kleiner Flavia	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1376	1436	9	Neue europäische Bewegung Schweiz		Iberg Caroline	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1377	1437	10	Schweizerischer Berufsverband Pflegefachfrauen und -männer	Gysi Barbara, SP/SG	Ribi Yvonne	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1378	1438	11	Fachverband Sucht		Baumberger Petra	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1379	1439	12	Gast	Hadorn Philipp, SP/SO	Walder Annette	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1380	1440	13	Gewerkschaft des Verkehrspersonals		Lehmann Daniela	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1381	1441	14	Solar Agentur Schweiz	Hardegger Thomas, SP/ZH	Cadonau Gallus	Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1382	1442	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	12
1383	1443	0		Häsler Christine, GPS/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1384	1444	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1385	1445	2		Hausammann Markus, SVP/TG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1386	1446	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1387	1447	4		Heer Alfred, SVP/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1388	1448	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1389	1449	6		Heim Bea, SP/SO		Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1390	1450	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1391	1451	8	Bank Julius Bär	Herzog Verena, SVP/TG	Gentinetta Pascal	Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1392	1452	9	Persönliche/r Mitarbeiter/in		Wüthrich Hans-Peter	Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1393	1453	10		Hess Erich, SVP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1394	1454	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1395	1455	12		Hess Hermann, FDP-Liberale/TG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1396	1456	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1397	1457	14		Hess Lorenz, BDP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1398	1458	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	13
1399	1459	0	Invité(e)	Hiltpold Hugues, PLR/GE	Maudet Pierre	Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1400	1460	1	Canton de Genève		Schurch Florence	Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1401	1461	2		Humbel Ruth, CVP/AG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1402	1462	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1403	1463	4	Gast	Hurter Thomas, SVP/SH	Stamm Hurter Cornelia	Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1404	1464	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1405	1465	6		Imark Christian, SVP/SO		Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1406	1466	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1407	1467	8	Birdlife Schweiz	Ingold Maja, EVP/ZH	Müller Werner	Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1408	1468	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1409	1469	10	Gast	Jans Beat, SP/BS	Wiener Daniel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1410	1470	11	Pro Natura		Ballmer Mirjam	Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1411	1471	12		Jauslin Matthias Samuel, FDP-Liberale/AG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1412	1472	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1413	1473	14		Keller Peter, SVP/NW		Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1414	1474	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	14
1415	1475	0		Keller-Inhelder Barbara, SVP/SG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1416	1476	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1417	1477	2		Kiener Nellen Margret, SP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1418	1478	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1419	1479	4		Knecht Hansjörg, SVP/AG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1420	1480	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1421	1481	6		Köppel Roger, SVP/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1422	1482	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1423	1483	8	UBS AG	Landolt Martin, BDP/GL	Hottiger Steve	Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1424	1484	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1425	1485	10	Persönliche/r Mitarbeiter/in	Leutenegger Oberholzer Susanne,SP/BL	Wyss Damian	Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1426	1486	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1427	1487	12		Lohr Christian, CVP/TG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1428	1488	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1429	1489	14	Invité(e)	Lüscher Christian, PLR/GE	Singh Auroi Varuna	Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1430	1490	15		Chabloz Jean-Claude	Invité(e)	Liste der Zutrittberechtigte 2015-12-15 N.pdf	15
1431	1491	0	Travail.Suisse	Maire Jacques-André, PSS/NE	Fischer Gabriel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1432	1492	1	Invité(e)		Geiser Ernest	Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1433	1493	2	Collaborateur(rice) personnel(le)	Marchand-Balet Géraldine, PDC/VS	Giunta Giovanni	Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1434	1494	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1435	1495	4		Markwalder Christa, FDP-Liberale/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1436	1496	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1437	1497	6		Marra Ada, PSS/VD		Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1438	1498	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1439	1499	8		Marti Min Li, SP/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1440	1500	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1441	1501	10		Martullo-Blocher Magdalena, SVP/GR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1442	1502	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1443	1503	12	WWF Schweiz	Masshardt Nadine, SP/BE	Fischer Alex	Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1444	1504	13	Persönliche/r Mitarbeiter/in		Rettenmund Hannes	Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1445	1505	14		Matter Thomas, SVP/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1446	1506	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	16
1447	1507	0		Mazzone Lisa, PES/GE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1448	1508	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1449	1509	2		Merlini Giovanni, FDP-Liberale/TI		Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1450	1510	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1451	1511	4	Alliance Sud	Meyer Mattea, SP/ZH	Gross Dominik	Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1452	1512	5	Schweizerischer Gewerkschaftsbund		Lampart Daniel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1453	1513	6	Collaborateur(rice) personnel(le)	Moret Isabelle, PLR/VD	Engel Oriane	Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1454	1514	7	Collaborateur(rice) personnel(le)		Lopez Barry	Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1455	1515	8		Moser Tiana Angelina, glp/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1456	1516	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1457	1517	10		Müller Leo, CVP/LU		Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1458	1518	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1459	1519	12		Müller Thomas, SVP/SG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1460	1520	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1461	1521	14	Persönliche/r Mitarbeiter/in	Müller Walter, FDP-Liberale/SG	Müller Ottilia	Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1462	1522	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	17
1463	1523	0		Müller-Altermatt Stefan, CVP/SO		Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1464	1524	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1465	1525	2	Schweizerische Flüchtlingshilfe	Munz Martina, SP/SH	Hruschka Constantin	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1466	1526	3	Allianz Atomausstieg		Schuler Kaspar	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1467	1527	4		Müri Felix, SVP/LU		Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1468	1528	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1469	1529	6	Persönliche/r Mitarbeiter/in	Naef Martin, SP/ZH	Huber Patrick Hadi	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1470	1530	7	Alliance Sud		Herkenrath Marc	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1471	1531	8	Collaborateur(rice) personnel(le)	Nantermod Philippe, PLR/VS	Vernay André	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1472	1532	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1473	1533	10	Collaborateur(rice) personnel(le)	Nicolet Jacques, UDC/VD	Nardi-Lias Valérie	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1474	1534	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1475	1535	12	Vereinigung Schweizerischer Privatbanken	Nidegger Yves, UDC/GE	Zijdenbos Theo	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1476	1536	13	Institute for Security Analysis and Strategic Networking		Bollag Josef	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1477	1537	14	Invité(e)	Nordmann Roger, PSS/VD	Cherix François	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1478	1538	15		Leumann Luc	Verkehrsclub Schweiz	Liste der Zutrittberechtigte 2015-12-15 N.pdf	18
1479	1539	0	Gast	Nussbaumer Eric, SP/BL	Hegi Roger	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1480	1540	1	AEE Suisse		Batzli Stefan	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1481	1541	2		Page Pierre-André, UDC/FR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1482	1542	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1483	1543	4	Collaboratore/trice personale	Pantani Roberta, Lega/TI	Cereghetti Elena	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1484	1544	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1485	1545	6		Pardini Corrado, SP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1486	1546	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1487	1547	8	Interpharma	Parmelin Guy, UDC/VD	Cueni Thomas	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1488	1548	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1489	1549	10	Suva	Pezzatti Bruno, FDP-Liberale/ZG	Mühlethaler Jan	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1490	1550	11	Schweizer Obstverband		Enggasser Josiane	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1491	1551	12	Studerus und Partner AG	Pfister Gerhard, CVP/ZG	Studerus Konrad	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1492	1552	13	Dynamics Group AG		Mutter Bettina	Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1493	1553	14		Pieren Nadja, SVP/BE		Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1494	1554	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	19
1495	1555	0		Piller Carrard Valérie, PSS/FR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1496	1556	1				Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1497	1557	2	KPMG	Portmann Hans-Peter, FDP-Liberale/ZH	Hammer Andreas	Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1498	1558	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1499	1559	4	Pink Cross	Quadranti Rosmarie, BDP/ZH	Baumann Bastian	Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1500	1560	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1501	1561	6		Quadri Lorenzo, Lega/TI		Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1502	1562	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1503	1563	8	Collaboratore/trice personale	Regazzi Fabio, CVP/TI	Trisconi Michela	Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1504	1564	9	Collaboratore/trice personale		Geninazzi Angelo	Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1505	1565	10		Reimann Lukas, SVP/SG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1506	1566	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1507	1567	12		Reimann Maximilian, SVP/AG		Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1508	1568	13				Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1509	1569	14		Reynard Mathias, PSS/VS		Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1510	1570	15				Liste der Zutrittberechtigte 2015-12-15 N.pdf	20
1511	1571	0	Verband Schweizer Privatradios (VSP)	Rickli Natalie Simone, SVP/ZH	Bachmann Jürg	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1512	1572	1	scienceindustries		Sennhauser Marcel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1513	1573	2	Swisscleantech	Riklin Kathy, CVP/ZH	Weissen Roman	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1514	1574	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1515	1575	4		Rime Jean-François, UDC/FR		Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1516	1576	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1517	1577	6	Schweizer Bauernverband	Ritter Markus, CVP/SG	Rufer Martin	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1518	1578	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1519	1579	8	Associazioni economiche ticinesi	Romano Marco, CVP/TI	Rossi Michele	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1520	1580	9	Travail.Suisse		Borioli Sandoz Valérie	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1521	1581	10	Persönliche/r Mitarbeiter/in	Rösti Albert, SVP/BE	Weber-Stücheli Priska	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1522	1582	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1523	1583	12	Ligue pulmonaire suisse	Ruiz Rebecca Ana, PSS/VD	Strozzi Elena	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1524	1584	13	Invité(e)		Montangero Stéphane	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1525	1585	14	Persönliche/r Mitarbeiter/in	Ruppen Franz, SVP/VS	Decurtins Marco	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1526	1586	15		Graber Michael	Gast	Liste der Zutrittberechtigte 2015-12-15 N.pdf	21
1527	1587	0	IG Freiheit	Rutz Gregor, SVP/ZH	Isler Claudia	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1528	1588	1	Aktion Medienfreiheit		Lauber Tamara	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1529	1589	2	Stiftung Landschaftsschutz SL-FP	Rytz Regula, GPS/BE	Rodewald Raimund	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1530	1590	3	Schweizerischer Gewerkschaftsbund		Bianchi Doris	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1531	1591	4	Persönliche/r Mitarbeiter/in	Salzmann Werner, SVP/BE	Panayides Aliki	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1532	1592	5	Gast		Salzmann Werner	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1533	1593	6		Sauter Regine, FDP-Liberale/ZH		Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1534	1594	7				Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1535	1595	8	Pro Natura	Schelbert Louis, GPS/LU	Liner Marcel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1536	1596	9	Schweizer Heimatschutz		Schmid Adrian	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1537	1597	10	Travail.Suisse	Schenker Silvia, SP/BS	Kuert Killer Matthias	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1538	1598	11				Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1539	1599	12	suissetec	Schilliger Peter, FDP-Liberale/LU	Kaufmann Hans-Peter	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1540	1600	13	Schweizerischer Arbeitgeberverband		Müller Roland A.	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1541	1601	14	Gast	Schmid-Federer Barbara, CVP/ZH	Dürr Lucius	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1542	1602	15		Saxer Mark	Gast	Liste der Zutrittberechtigte 2015-12-15 N.pdf	22
1543	1603	0	Gast	Schmidt Roberto, CVP/VS	Russi Dominique	Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1544	1604	1	Persönliche/r Mitarbeiter/in		Cina Michel	Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1545	1605	2	Treuhand Suisse	Schneeberger Daniela, FDP-Liberale/BL	Lincoln Vanessa	Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1546	1606	3				Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1547	1607	4	Handelskammer beider Basel	Schneider-Schneiter Elisabeth, CVP/BL	Saladin Franz	Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1548	1608	5				Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1549	1609	6	USS-SGB	Schwaab Jean Christophe, PSS/VD	Perret Ducommun Laura	Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1550	1610	7	USS-SGB		Corpataux José	Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1551	1611	8		Schwander Pirmin, SVP/SZ		Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1552	1612	9				Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
1553	1613	10	WWF Schweiz	Seiler Graf Priska, SP/ZH	Fust Michael	Liste der Zutrittberechtigte 2015-12-15 N.pdf	23
